track_id,danceability,energy,loudness,instrumentalness,acousticness,liveness,valence,tempo
36eQcuMTs70AElJHnx8kKc,0.2827003321804621,0.8955448446303609,-0.10539269403626894,-0.43239723842126804,-0.9535589924556943,-0.053999616479911715,1.1944808310577935,1.1382270735420972
1oFbI9r8532T5rhDPTYe52,0.10209038012191515,-0.7179053675930259,-0.7263429450834934,0.8164861120343244,1.0712228423554409,0.8494538531239026,-1.2523426058132034,1.1175622244980592
6b9fRRk1ApXnCm5voro8U9,1.050292628429286,0.5222839746383834,-0.2839757514550561,-0.20230211110237237,-0.8014636983173921,0.4029797547731803,0.08588768813889518,1.2573137983461242
39fRhvrD5Hy1SYg7OJIk98,0.5818355652774305,-0.6055257508212478,-0.9677792573479992,1.4570308677121213,0.9593213533294479,-0.5530000793424835,-0.3021199118827193,0.5769738588139116
1oFbI9r8532T5rhDPTYe52,1.6880715216360294,-0.019546320511261463,-0.36997496681538844,2.6558157456566014,-0.9197163529367521,-0.6176075076920586,-1.791989910741224,-0.3443652016124437
39fRhvrD5Hy1SYg7OJIk98,1.693715582637859,-0.015532762769412237,-0.6958142213012872,-0.18727256934903855,0.777859479233243,-0.6438706899479834,0.9965177698222757,0.7470247994646025
25ArOURmZTkiesNLVbQmDy,-0.23655327998785974,0.08480618077681838,-0.33884764060608014,1.052664625300998,1.0198086446948496,-0.5530000793424835,0.4897323330593509,2.210109729475431
5buYtr0iPGkVC45w58Zpfl,-0.25912952399517813,1.316968407524529,0.6356771107161061,-0.2813861284234858,-0.946723928531404,0.8757170353798275,1.2023993535072142,-0.9902864222261687
0XoE4XmlJyz7UyfluaGXi3,0.5084627722536458,-0.304508920182556,0.4139946785459692,-0.4322870217817436,-0.7787809640553665,-0.7315897186827722,1.5112217290346213,0.12122372017711533
0kD1j1yVuagqofnTB8vs6t,0.8753267373725686,-0.21621064986187347,-0.1923895801084379,-0.41930006632193434,-0.08710878729199949,-0.773610810292252,-0.27440508330974683,-0.7795866681346524
3tdI9STqxU4lBRrKeDLrQ0,0.9204792253872054,0.7430296504400903,0.5367081761018957,-0.43239723842126804,-0.047792047904488426,1.2486542234139602,1.3924438922933107,-0.6761943344497376
69zgyr5HVKdInjeKpq1qHa,-0.49618008607202096,0.44602637754324814,0.29986114911183925,-0.43236245576749605,-0.9643136328604627,-0.32713671194152993,-1.5492871976664797,0.7446417031992268
0Js35d0JcXFyXnVQgzrYx1,0.15288692913838148,1.112276962690219,0.6278952791637792,1.7218370795565736,-0.9321162476666595,0.2086322060793367,-1.3196500466332794,0.6098265430437249
60edNIKZXcOi95A3BcNIms,0.339140942198758,-0.11587170631564285,0.6506421713936582,-0.43239723842126804,-0.3593015984363065,-0.8025003107737694,0.4857730718346405,0.6451985004683627
4Hpawkkz4NYYaWMIHctf3x,0.339140942198758,-0.11587170631564285,0.6506421713936582,-0.43239723842126804,-0.3593015984363065,-0.8025003107737694,0.4857730718346405,0.6451985004683627
5C6oM7CRpTXJTnG0iQvXuj,0.2827003321804621,0.7671109968911857,1.169830009833529,-0.43239723842126804,-0.6947036290574582,-0.4164315316116743,1.8398404106855804,0.9459112049263309
54HlHAstsrNh79FNGme31K,0.6947167853140224,1.0962227317228221,0.9393680753992282,-0.43239723842126804,-0.4772518165988396,-0.7494486826168012,1.507262467809911,-0.9569911629756432
10BvydZhf1TLTJyT2oeycV,0.7003608463158519,0.3978636846410575,0.7589892106991347,-0.43236975583063336,-0.9306040653825244,-0.23258925582020043,0.3551174514191988,0.6456070312567127
45qaAaQolmwfPj3mU7sOk8,0.22625972216216617,1.0520735965624806,1.1397003543360578,-0.43239723842126804,-0.9408264176232772,-0.9695341499214513,0.7787584024632063,-0.6998210317093132
5AULFhnwyfeNQbRIcwoDPJ,-0.6203494281122717,0.47010772399434353,0.4325513537861337,-0.43239723842126804,-0.9251602091596383,-0.2378418922713854,-1.0108276711058721,2.034918109738002
77TeWpTVoU66DDYy6u0LgP,2.1452404627842254,-0.22825132308742113,-0.9137055047664445,-0.43239723842126804,-0.8335219627410548,0.8231906708679777,0.6481027820477651,-0.107042857813452
5CNH1fectMnNkRmq6hMmIN,0.24319190516765496,0.6065686872172171,0.622906925604595,-0.43239179915853826,-0.9664609317039344,-0.6002738074031482,0.03045803099295022,-0.17370146477922824
1Jy8mHUF1tVHM4T0msTSTO,0.3504290642024172,0.4018772423829067,0.8956700982207763,-0.43237508773949346,-0.9644860216408542,-0.5792632615984084,-0.1279124179954637,0.16653659345160332
0gEjVYYmeWfwRDdr0EpKKn,0.3504290642024172,0.4018772423829067,0.8956700982207763,-0.43237508773949346,-0.9644860216408542,-0.5792632615984084,-0.1279124179954637,0.16653659345160332
6feNGo9ZOaeFJfg24ZWDzI,0.14724286813655188,0.5824873407661217,0.6262990060248402,-0.43218324637439914,-0.5105198268498105,1.2749174056698849,-1.2523426058132034,-1.2295833315021862
08nrCAF5dWMmk1BVtDGgXa,-0.3494345000244516,1.3651311004267197,1.023970551762989,-0.43239079718908807,-0.9671562331181798,-0.39016834935574957,-0.5515533690394714,0.4369839753393091
1pWYTm7Mv9wmSC2IZm2TvD,0.4463781012335203,-1.0510306601665114,-0.9717699401953463,-0.3812252272134887,-0.5740314827834821,-0.43744207741641417,-1.5017760629699555,0.6741020537441254
4t95aCT7EdrLlU7scLiU2R,0.0682260141109376,1.2848599455897352,0.5794084825685106,-0.43236234841362636,-0.9424595744901431,0.9387486727940471,-0.547594107814761,-0.6859990733701382
2sjQxHzfv9PcJZNUucCZmX,-0.603417245106783,1.2728192723641876,0.7336483746184799,-0.11963963145903654,-0.9667663925253297,-0.9164825217644831,0.59267312490182,-0.5397790953731978
0EvH4HVrhZnvAfyctBSGrk,-0.18575673097139342,1.3651311004267197,0.7386367281776639,-0.43236038025934914,-0.9665758575575288,0.6340957586253191,-0.10019758942249146,-0.5983351750366989
